company,frame,score,confidence,fallback,citations,dt_ms,rationale
oliver-wyman-london,Stage of company,4.5,low,false,0,3625,"Oliver Wyman is a global management consultancy (part of Marsh McLennan) with deep regulatory-affairs infrastructure, established financial-services client relationships, and recognised presence in policy forums. No direct evidence provided, but the institutional description alone—global comms, specialist practice groups, regulatory footprint—places it firmly toward the established end of the maturity scale."
oliver-wyman-london,Policy posture,4.2,low,false,0,3287,"Oliver Wyman is a mature consultancy whose AI policy work sits within an established financial-services regulatory practice — the hallmark of a compliance-maintaining posture. No evidence of original safety frameworks, model cards, or proactive regulatory submissions was found; the firm's value proposition is interpreting and operationalising existing rules reliably for financial clients."
oliver-wyman-london,Working style,3.5,low,false,0,3583,"Oliver Wyman operates as a consultancy bridging written advisory output (reports, whitepapers) and direct client-facing government/regulatory engagement. With no specific evidence provided, the mature financial-services regulatory practice suggests a balance: producing publications that establish credibility while conducting significant direct briefings with regulators and financial institutions on behalf of clients."
oliver-wyman-london,Team style,4.2,low,false,0,3855,"Oliver Wyman is a mature consultancy with established financial-services regulatory methodology; AI policy is embedded within an existing practice rather than built from scratch. The org structure, client engagement model, and deliverable formats are well-defined playbooks applied to a new domain. No evidence of frontier-setting institutional design work — the context strongly implies execution and consistency over novelty."
hogan-lovells-ai,Geographic remit,4.2,low,false,0,3542,"Hogan Lovells is a global law firm with offices across the UK, EU, US, and Asia; its AI practice by nature spans the EU AI Act, US federal and state frameworks, and international standards bodies. No direct evidence was provided, but the firm's structure and AI Act compliance focus strongly imply multi-jurisdiction work rather than a UK-only remit."
hogan-lovells-ai,Policy area scope,3,low,false,0,3826,"Hogan Lovells is a major international law firm with a broad AI practice spanning EU AI Act compliance, data privacy, IP, procurement, and cross-border regulatory advisory—but no direct lobbying records or consultation submissions are provided to confirm actual policy surface breadth. The firm's known multi-practice structure suggests wider scope than a single-issue specialist, but evidence here is thin."
hogan-lovells-ai,Stage of company,4.8,low,false,0,3738,"Hogan Lovells is a global Magic Circle-adjacent firm with dedicated regulatory affairs and government relations functions across Brussels, Washington, and London — precisely the profile that sits at established-player level. Their AI practice advises on EU AI Act compliance for large clients, implying institutional infrastructure. No direct evidence provided, but the firm's general maturity is well-documented publicly."
hogan-lovells-ai,Policy posture,4.8,medium,false,0,3963,"Hogan Lovells is a law firm advising clients on compliance with existing frameworks like the EU AI Act — by definition, their value proposition is interpreting and applying rules others write, not authoring new governance paradigms. No evidence of RSPs, novel frameworks, or proactive standard-setting activity was found; the business model is inherently compliance-oriented."
hogan-lovells-ai,Working style,2,low,false,0,8551,"No direct evidence provided. Hogan Lovells is a law firm whose AI practice centres on compliance advisory and client-facing legal analysis — work that skews toward written deliverables (client alerts, guidance notes, position papers) rather than direct government affairs lobbying. Law firms rarely run Westminster-style coalitions under their own name."
hogan-lovells-ai,Team style,4.2,low,false,0,3712,"Hogan Lovells is a mature City firm where AI Act compliance work is fundamentally playbook-driven: map systems to risk tiers, run gap analyses, draft conformity documentation. No direct evidence provided, but the firm's description and focus areas (AI Act compliance, regulatory advisory) confirm structured, repeatable methodologies rather than frontier exploration."
linklaters-ai,Geographic remit,4.2,low,false,0,4143,"Linklaters is a magic-circle firm with offices across London, Brussels, New York, Singapore, and other major hubs; its AI and data regulation practice inherently spans EU (GDPR, EU AI Act), UK (ICO, CMA, DSIT), US, and international forums by firm structure. No direct lobbying records were provided, but the firm's global footprint and client advisory model make a multi-jurisdiction remit near-certain."
linklaters-ai,Policy area scope,2.5,low,false,0,4566,"No direct evidence of lobbying records, consultation submissions, or publications was provided. As a magic-circle law firm with a broad AI and data regulatory practice, Linklaters likely spans multiple policy domains by nature of client service, but without concrete evidence of specific policy engagements, a moderate default score reflecting plausible breadth with uncertain depth is warranted."
linklaters-ai,Stage of company,4.5,low,false,0,3474,"Linklaters is a globally established magic-circle law firm with deep regulatory affairs infrastructure, multinational offices, and long-standing relationships with regulators. Its AI practice operates within that mature institutional framework. No specific AI-unit evidence was provided, but the parent firm's scale and footprint strongly anchor it near the high end."
linklaters-ai,Policy posture,4.2,low,false,0,3494,"Linklaters is a law firm advising clients on AI compliance, not a technology developer publishing safety frameworks or drafting novel governance standards. Its core function is reading and applying existing rules reliably for clients. No publications, lobbying records, or consultation submissions were provided to suggest frontier-defining policy authorship."
linklaters-ai,Working style,2.5,low,false,0,3286,"No direct evidence was provided for Linklaters' AI practice working style. As a magic-circle law firm, the default mode is written legal analysis, client memos, and published guides rather than direct government affairs lobbying, though large firms do engage regulators. Equal uncertainty pulls the score to the midpoint."
linklaters-ai,Team style,3.5,low,false,0,6318,"Linklaters is a well-resourced magic-circle firm with established legal practice infrastructure, suggesting more playbook execution than a startup. However, AI regulatory law is genuinely nascent — no settled playbook exists yet — so even senior lawyers face novel judgment calls. The tension lands mid-scale, slightly toward execution given the firm's institutional structure."
bain-london-ai,Geographic remit,3,low,false,0,7758,"No direct evidence of Bain London's policy engagement scope was provided. Bain operates globally and its AI practice spans multiple geographies by default, but as a strategy consultancy it advises rather than lobbies, and its London AI practice remit is not documented here. Score reflects structural likelihood of multi-market reach without confirmatory evidence."
bain-london-ai,Policy area scope,2.5,low,false,0,3193,"No lobbying records, consultation submissions, or safety frameworks are present in the evidence. Bain's AI practice is advisory rather than regulatory, touching broad AI strategy themes in principle, but without documented policy engagement across specific domains the breadth cannot be confirmed or denied."
bain-london-ai,Stage of company,4.8,medium,false,0,3804,"Bain & Company is a globally established management consultancy with thousands of employees, a London office with dedicated AI practice, and longstanding government advisory relationships across OECD jurisdictions. No lobbying records or submissions were provided, but institutional scale and regulatory footprint are unambiguous. Scored high on maturity; the AI practice is a division of a century-old firm, not a startup."
bain-london-ai,Policy posture,3,low,false,0,3463,"No direct evidence of Bain publishing AI safety frameworks, RSPs, or consultation submissions. As a strategy consultancy, Bain advises clients on compliance and readiness rather than drafting industry norms—placing it neither at the frontier-defining end nor as a pure compliance shop. Default mid-point given total absence of supporting evidence."
bain-london-ai,Working style,3.5,low,false,0,3637,"No direct evidence available. Bain's model is relationship-driven advisory work—client meetings, briefings, and coalition-style engagements dominate over public writing. However, the London AI practice does produce some public reports. Without lobbying records or submissions, the split is estimated at moderately government-affairs-leaning by firm culture."
bain-london-ai,Team style,4.2,low,false,0,3419,"Bain's AI advisory practice operates from a well-established management consulting model — structured frameworks, sector playbooks, and repeatable delivery methodology applied to AI-readiness engagements. No evidence of frontier-setting policy invention; the Monday-morning reality is adapting existing Bain toolkits to AI contexts for government clients, not building practice from scratch."
techuk,Geographic remit,1.4,medium,false,2,2732,"Both consultation submissions target UK regulators exclusively (DSIT, CMA), with no evidence of EU AI Office, NIST, or international forum engagement. techUK's mandate is inherently UK-domestic, and nothing in the evidence suggests a multi-jurisdiction policy operation beyond Westminster."
techuk,Policy area scope,3.2,low,false,2,3979,"techUK's demonstrated submissions span at least two distinct policy domains (AI regulation principles via DSIT and competition/market structure via CMA), consistent with a broad industry-body remit. However, the available evidence is thin—only two consultation responses are recorded—so the full breadth (e.g. export controls, procurement, age-appropriate design) is inferred from the organisation's known role rather than directly evidenced here."
techuk,Stage of company,4.2,medium,false,2,4013,"techUK is a well-established UK industry body with clear regulatory affairs function, submitting coordinated member responses to DSIT and CMA consultations — hallmarks of an organisation with a seat at the Westminster table. It is not a product company so lacks some commercial maturity markers, but its government-affairs infrastructure and multi-regulator engagement place it firmly toward the established end."
techuk,Policy posture,2.1,medium,false,2,4073,"techUK shows up to consultations with coordinated member positions (DSIT White Paper, CMA Foundation Models study) but argues for existing principles-based approaches rather than introducing new frameworks—classic advocacy-shaped rule-influencing, not rule-writing. No safety frameworks or novel governance documents were produced; the posture is shaping the game from inside, closer to frontier-defining lobbying than passive compliance."
techuk,Working style,4.6,medium,false,2,3454,"techUK's evidence is entirely consultation submissions—coordinated member positions sent to DSIT and CMA—with no long-form research, position papers, or public technical reports in the record. Its own description confirms a Westminster-village, advocacy-coalition model. The submissions themselves read as distilled lobby briefs rather than independent analysis."
techuk,Team style,4.2,medium,false,2,4836,"techUK operates as an established trade association with well-worn advocacy mechanics: coordinate member views, submit coalition responses, resist regulatory overreach. Both submissions show a consistent, repeatable playbook — principles-based framing, pro-contestability arguments — rather than novel policy invention. Monday mornings look like managing working groups and drafting consultation responses, not building practice from scratch."
cma-broader-ai,Geographic remit,2.5,low,false,0,3808,"The CMA is a UK regulator whose statutory remit is domestic, but it routinely coordinates with international counterparts (EC, DOJ, FTC) on cross-border mergers and competition cases involving AI firms. That gives it a modest multi-jurisdictional footprint, though it is structurally a UK body rather than a global policy operator. No direct evidence was provided to sharpen this estimate."
cma-broader-ai,Policy area scope,1.5,low,false,0,3638,"The broader CMA's AI work outside DMU is reactive and case-driven, engaging with AI only when it arises in mergers or competition proceedings. No proactive policy submissions, lobbying records, or broad-scope publications were found. This is effectively a single-domain focus (competition/mergers) with no evidence of reaching into export controls, content provenance, or age-appropriate design."
cma-broader-ai,Stage of company,4.2,low,false,0,3604,"The CMA is a well-established statutory regulator with a dedicated legal and economics function, global regulatory relationships, and active participation in multi-agency AI governance forums. Its broader AI work (mergers, competition cases) sits within an institution with significant institutional maturity, even if the non-DMU AI surface is narrower than the DMU's dedicated remit."
cma-broader-ai,Policy posture,3,low,false,0,3374,"No direct evidence provided. As a regulator applying existing competition law to AI mergers and cases, the broader CMA inherently operates within established statutory frameworks rather than setting new ones—that is its institutional role. The DMU handles frontier-shaping work; this unit applies known legal tools reactively."
cma-broader-ai,Working style,3,low,false,0,4192,"No direct evidence was provided. As a regulator, the CMA's broader AI work (mergers, competition cases) involves both published decisions/reports and internal government engagement, suggesting a roughly balanced working style; neither pure writing-led nor purely behind-closed-doors affairs."
cma-broader-ai,Team style,2,low,false,0,3571,"The broader CMA encounters AI in mergers and competition cases without a dedicated AI playbook — each case requires novel analytical judgement on market definition, harm theories, and remedies in fast-moving AI markets. No published frameworks or standardised plays were found; casework appears to be frontier-setting by necessity."
dsit-ai-opportunity,Geographic remit,1.5,low,false,0,3747,"DSIT's AI Opportunity Unit is a UK government team whose mandate—AI Opportunity Plan and domestic public-sector adoption—is inherently UK-facing. No evidence of multi-jurisdiction lobbying or engagement with EU AI Office, NIST, or international forums; its counterpart international work sits with other DSIT/FCDO desks, not this unit."
dsit-ai-opportunity,Policy area scope,2.5,low,false,0,3298,"The AI Opportunity Unit is described as narrowly focused on the AI Opportunity Plan and public-sector adoption, suggesting a limited policy surface rather than a broad multi-domain remit. However, 'AI growth policy' can span several areas (compute, skills, procurement, regulation). With zero evidence provided, the score defaults to the middle, leaning slightly toward specialist given the unit's stated focus."
dsit-ai-opportunity,Stage of company,3.5,low,false,0,4114,"DSIT's AI Opportunity Unit sits inside a major UK government department with genuine regulatory footprint and cross-Whitehall reach, but as a newer sub-team with a narrower adoption/growth remit it lacks the fully established playbook and independent institutional weight of the main AI Policy Directorate or AISI. No direct evidence submitted; inference based on organisational description."
dsit-ai-opportunity,Policy posture,1.8,low,false,0,3274,"The AI Opportunity Unit is a government team tasked with drafting the AI Opportunity Plan and shaping adoption frameworks—inherently frontier-defining work of writing new rules rather than following existing ones. However, with no publications, lobbying records, or frameworks in evidence, confidence is very low; the score reflects the structural role rather than demonstrated output."
dsit-ai-opportunity,Working style,3.5,low,false,0,3545,"No direct evidence provided. As a government unit (not a company lobbying externally), the AI Opportunity Unit's work is structurally oriented toward internal briefings, ministerial meetings, and cross-Whitehall coordination rather than public writing. Some publication output likely exists via the AI Opportunity Plan itself, but day-to-day activity skews government-affairs-style."
dsit-ai-opportunity,Team style,1.8,low,false,0,3103,"The AI Opportunity Unit is explicitly described as a newer, growth-shaped team with less established playbook, focused on building out the AI Opportunity Plan — inherently frontier-setting work with long feedback loops and high judgement demands. No publications or established procedural evidence exists to suggest a mature execution mode."
rusi-ai,Geographic remit,2.8,low,false,1,4091,"The single visible submission is to UK's DSIT, but the content—recommending export-control alignment with allies on chips and compute thresholds—is inherently multi-jurisdictional in scope. RUSI's defence-security remit naturally spans NATO and allied forums, but no direct EU, US, or international forum engagement is evidenced here."
rusi-ai,Policy area scope,1.8,low,false,1,3199,"RUSI's non-CETaS AI work is focused tightly on national security and geopolitics, with the single consultation submission covering export controls, compute thresholds, and allied alignment — all within that same narrow security lens. No evidence of engagement on copyright, age-appropriate design, procurement, or other broad policy domains."
rusi-ai,Stage of company,3.8,medium,false,1,3274,"RUSI is a century-old, globally recognised defence think tank with established government relationships — it submitted directly to DSIT on national security AI guidance, signalling genuine regulatory access. However, its AI-specific work is described as recent and growing, lacking the dedicated AI regulatory affairs infrastructure of a mature AI-focused organisation."
rusi-ai,Policy posture,1.8,low,false,1,3824,"RUSI submitted a consultation on AI in national security recommending novel export-control frameworks aligned with allies on compute thresholds—classic frontier-defining posture of proposing new policy architectures rather than adapting to existing rules. As a think tank, it has no compliance function to speak of, and its work explicitly shapes regulatory frameworks rather than navigating them."
rusi-ai,Working style,2.1,low,false,1,3473,"RUSI's visible activity here is a single formal written consultation submission to DSIT on national security AI guidance, which is squarely writing/paper-led output. No lobbying records, coalition work, or Westminster-meeting evidence appears in the file. As an established think tank, RUSI's default mode is analytical publication rather than direct government affairs."
rusi-ai,Team style,1.8,low,false,1,3624,"RUSI's AI work in defence/security is exploratory and nascent — one consultation submission on export-control alignment suggests analysts are still mapping the problem space rather than executing a repeatable policy playbook. No established frameworks or lobbying records indicate this is frontier-building work with long feedback loops and significant judgement calls."
lse-ai-policy,Geographic remit,3,low,false,0,3575,"LSE's AI policy research strand publishes work that engages international forums by nature of academic output, but no direct lobbying, consultation submissions, or multi-jurisdiction policy filings are evidenced. The academic remit is inherently cross-border in readership but lacks the operational policy engagement across EU, US, or international bodies that would justify a high score."
lse-ai-policy,Policy area scope,3,low,false,0,7868,"No direct evidence provided. LSE's tech policy academic work is reputationally broad—spanning regulation, labour, governance, and geopolitics—but the engagement surface is weak and depth in any single area is unclear from available records. Centre-of-range default given complete absence of citations."
lse-ai-policy,Stage of company,2.5,low,false,0,4225,"LSE is an established institution globally, but its AI policy research strand is an academic sub-unit with no lobbying footprint, no regulatory filings, and no product in market. It sits well above a startup on institutional credibility but well below an industry actor with a regulatory affairs function or AISI seat."
lse-ai-policy,Policy posture,3,low,false,0,3365,"No direct evidence provided. LSE's AI policy research strand is academic in nature—it analyzes and critiques frameworks rather than drafting or lobbying for them, placing it neither at the frontier-defining nor compliance-maintaining extreme. Default midpoint given total absence of citations."
lse-ai-policy,Working style,1.2,low,false,0,5029,"LSE's AI policy research strand is an academic unit; its output is inherently writing-led—papers, reports, and essays that practitioners cite. No lobbying records, consultation submissions, or Westminster engagement evidence is present. Marginal score above 1.0 acknowledges occasional policy seminars and briefing notes academics produce."
lse-ai-policy,Team style,2,low,false,0,3233,"LSE's AI policy research strand operates in academic mode — no established playbook for industry-style policy engagement, researchers are defining frameworks and methodologies as the field evolves. The absence of any lobbying records or consultation submissions confirms this is frontier-setting academic work, not playbook execution."
